	type	value	gset	source	perc
24443	"Random
subsampled RTs"	0.8858	Hart2017	AVANA	0.5
24444	"Random
subsampled RTs"	0.9031	Hart2017	AVANA	0.55
24445	"Random
subsampled RTs"	0.9027	Hart2017	AVANA	0.6
24446	"Random
subsampled RTs"	0.9049	Hart2017	AVANA	0.65
24447	"Random
subsampled RTs"	0.9028	Hart2017	AVANA	0.7
24448	"Random
subsampled RTs"	0.9178	Hart2017	AVANA	0.75
24449	"Random
subsampled RTs"	0.9094	Hart2017	AVANA	0.8
24450	"Random
subsampled RTs"	0.9153	Hart2017	AVANA	0.85
24451	"Random
subsampled RTs"	0.9185	Hart2017	AVANA	0.9
24452	"Random
subsampled RTs"	0.921	Hart2017	AVANA	0.95
24453	"Random
subsampled RTs"	0.7748	Hart2017	KY	0.05
24454	"Random
subsampled RTs"	0.8627	Hart2017	KY	0.1
24455	"Random
subsampled RTs"	0.8807	Hart2017	KY	0.15
24456	"Random
subsampled RTs"	0.8835	Hart2017	KY	0.2
24457	"Random
subsampled RTs"	0.8874	Hart2017	KY	0.25
24458	"Random
subsampled RTs"	0.9098	Hart2017	KY	0.3
24459	"Random
subsampled RTs"	0.9226	Hart2017	KY	0.35
24460	"Random
subsampled RTs"	0.9285	Hart2017	KY	0.4
24461	"Random
subsampled RTs"	0.9272	Hart2017	KY	0.45
24462	"Random
subsampled RTs"	0.9372	Hart2017	KY	0.5
24463	"Random
subsampled RTs"	0.9431	Hart2017	KY	0.55
24464	"Random
subsampled RTs"	0.9476	Hart2017	KY	0.6
24465	"Random
subsampled RTs"	0.9508	Hart2017	KY	0.65
24466	"Random
subsampled RTs"	0.9512	Hart2017	KY	0.7
24467	"Random
subsampled RTs"	0.9591	Hart2017	KY	0.75
24468	"Random
subsampled RTs"	0.9642	Hart2017	KY	0.8
24469	"Random
subsampled RTs"	0.9637	Hart2017	KY	0.85
24470	"Random
subsampled RTs"	0.9742	Hart2017	KY	0.9
24471	"Random
subsampled RTs"	0.9775	Hart2017	KY	0.95
24472	"Random
subsampled RTs"	0.5635	ADaM2021	AVANA	0.05
24473	"Random
subsampled RTs"	0.8132	ADaM2021	AVANA	0.1
24474	"Random
subsampled RTs"	0.8618	ADaM2021	AVANA	0.15
24475	"Random
subsampled RTs"	0.8789	ADaM2021	AVANA	0.2
24476	"Random
subsampled RTs"	0.8956	ADaM2021	AVANA	0.25
24477	"Random
subsampled RTs"	0.9103	ADaM2021	AVANA	0.3
24478	"Random
subsampled RTs"	0.9193	ADaM2021	AVANA	0.35
24479	"Random
subsampled RTs"	0.9118	ADaM2021	AVANA	0.4
24480	"Random
subsampled RTs"	0.918	ADaM2021	AVANA	0.45
24481	"Random
subsampled RTs"	0.9326	ADaM2021	AVANA	0.5
24482	"Random
subsampled RTs"	0.9382	ADaM2021	AVANA	0.55
24483	"Random
subsampled RTs"	0.9377	ADaM2021	AVANA	0.6
24484	"Random
subsampled RTs"	0.9342	ADaM2021	AVANA	0.65
24485	"Random
subsampled RTs"	0.938	ADaM2021	AVANA	0.7
24486	"Random
subsampled RTs"	0.9407	ADaM2021	AVANA	0.75
24487	"Random
subsampled RTs"	0.939	ADaM2021	AVANA	0.8
24488	"Random
subsampled RTs"	0.9438	ADaM2021	AVANA	0.85
24489	"Random
subsampled RTs"	0.9593	ADaM2021	AVANA	0.9
24490	"Random
subsampled RTs"	0.9627	ADaM2021	AVANA	0.95
24491	"Random
subsampled RTs"	0.7312	ADaM2021	KY	0.05
24492	"Random
subsampled RTs"	0.812	ADaM2021	KY	0.1
24493	"Random
subsampled RTs"	0.8569	ADaM2021	KY	0.15
24494	"Random
subsampled RTs"	0.8931	ADaM2021	KY	0.2
24495	"Random
subsampled RTs"	0.9082	ADaM2021	KY	0.25
24496	"Random
subsampled RTs"	0.9215	ADaM2021	KY	0.3
24497	"Random
subsampled RTs"	0.9247	ADaM2021	KY	0.35
24498	"Random
subsampled RTs"	0.9378	ADaM2021	KY	0.4
24499	"Random
subsampled RTs"	0.9462	ADaM2021	KY	0.45
24500	"Random
subsampled RTs"	0.9524	ADaM2021	KY	0.5
24501	"Random
subsampled RTs"	0.9521	ADaM2021	KY	0.55
24502	"Random
subsampled RTs"	0.9564	ADaM2021	KY	0.6
24503	"Random
subsampled RTs"	0.9616	ADaM2021	KY	0.65
24504	"Random
subsampled RTs"	0.9658	ADaM2021	KY	0.7
24505	"Random
subsampled RTs"	0.9666	ADaM2021	KY	0.75
24506	"Random
subsampled RTs"	0.9699	ADaM2021	KY	0.8
24507	"Random
subsampled RTs"	0.9748	ADaM2021	KY	0.85
24508	"Random
subsampled RTs"	0.978	ADaM2021	KY	0.9
24509	"Random
subsampled RTs"	0.9821	ADaM2021	KY	0.95
24510	"Random
subsampled RTs"	0.7856	Hart2017	AVANA	0.05
24511	"Random
subsampled RTs"	0.7999	Hart2017	AVANA	0.1
24512	"Random
subsampled RTs"	0.8286	Hart2017	AVANA	0.15
24513	"Random
subsampled RTs"	0.8442	Hart2017	AVANA	0.2
24514	"Random
subsampled RTs"	0.8669	Hart2017	AVANA	0.25
24515	"Random
subsampled RTs"	0.7848	Hart2017	AVANA	0.3
24516	"Random
subsampled RTs"	0.7625	Hart2017	AVANA	0.35
24517	"Random
subsampled RTs"	0.8023	Hart2017	AVANA	0.4
24518	"Random
subsampled RTs"	0.8293	Hart2017	AVANA	0.45
24519	"Random
subsampled RTs"	0.8487	Hart2017	AVANA	0.5
24520	"Random
subsampled RTs"	0.8488	Hart2017	AVANA	0.55
24521	"Random
subsampled RTs"	0.8766	Hart2017	AVANA	0.6
24522	"Random
subsampled RTs"	0.8866	Hart2017	AVANA	0.65
24523	"Random
subsampled RTs"	0.9001	Hart2017	AVANA	0.7
24524	"Random
subsampled RTs"	0.8941	Hart2017	AVANA	0.75
24525	"Random
subsampled RTs"	0.9164	Hart2017	AVANA	0.8
24526	"Random
subsampled RTs"	0.9269	Hart2017	AVANA	0.85
24527	"Random
subsampled RTs"	0.9397	Hart2017	AVANA	0.9
24528	"Random
subsampled RTs"	0.9487	Hart2017	AVANA	0.95
24529	"Random
subsampled RTs"	0.7159	Hart2017	KY	0.05
24530	"Random
subsampled RTs"	0.7602	Hart2017	KY	0.1
24531	"Random
subsampled RTs"	0.7602	Hart2017	KY	0.15
24532	"Random
subsampled RTs"	0.8145	Hart2017	KY	0.2
24533	"Random
subsampled RTs"	0.794	Hart2017	KY	0.25
24534	"Random
subsampled RTs"	0.825	Hart2017	KY	0.3
24535	"Random
subsampled RTs"	0.8447	Hart2017	KY	0.35
24536	"Random
subsampled RTs"	0.89	Hart2017	KY	0.4
24537	"Random
subsampled RTs"	0.9055	Hart2017	KY	0.45
24538	"Random
subsampled RTs"	0.911	Hart2017	KY	0.5
24539	"Random
subsampled RTs"	0.9241	Hart2017	KY	0.55
24540	"Random
subsampled RTs"	0.933	Hart2017	KY	0.6
24541	"Random
subsampled RTs"	0.9464	Hart2017	KY	0.65
24542	"Random
subsampled RTs"	0.9447	Hart2017	KY	0.7
24543	"Random
subsampled RTs"	0.9619	Hart2017	KY	0.75
24544	"Random
subsampled RTs"	0.9635	Hart2017	KY	0.8
24545	"Random
subsampled RTs"	0.9705	Hart2017	KY	0.85
24546	"Random
subsampled RTs"	0.9749	Hart2017	KY	0.9
24547	"Random
subsampled RTs"	0.9787	Hart2017	KY	0.95
24548	"Random
subsampled RTs"	0.8025	ADaM2021	AVANA	0.05
24549	"Random
subsampled RTs"	0.8413	ADaM2021	AVANA	0.1
24550	"Random
subsampled RTs"	0.8491	ADaM2021	AVANA	0.15
24551	"Random
subsampled RTs"	0.8674	ADaM2021	AVANA	0.2
24552	"Random
subsampled RTs"	0.8896	ADaM2021	AVANA	0.25
24553	"Random
subsampled RTs"	0.8957	ADaM2021	AVANA	0.3
24554	"Random
subsampled RTs"	0.9056	ADaM2021	AVANA	0.35
24555	"Random
subsampled RTs"	0.8891	ADaM2021	AVANA	0.4
24556	"Random
subsampled RTs"	0.8853	ADaM2021	AVANA	0.45
24557	"Random
subsampled RTs"	0.8869	ADaM2021	AVANA	0.5
24558	"Random
subsampled RTs"	0.908	ADaM2021	AVANA	0.55
24559	"Random
subsampled RTs"	0.9238	ADaM2021	AVANA	0.6
24560	"Random
subsampled RTs"	0.9081	ADaM2021	AVANA	0.65
24561	"Random
subsampled RTs"	0.918	ADaM2021	AVANA	0.7
24562	"Random
subsampled RTs"	0.9315	ADaM2021	AVANA	0.75
24563	"Random
subsampled RTs"	0.9466	ADaM2021	AVANA	0.8
24564	"Random
subsampled RTs"	0.9482	ADaM2021	AVANA	0.85
24565	"Random
subsampled RTs"	0.9616	ADaM2021	AVANA	0.9
24566	"Random
subsampled RTs"	0.969	ADaM2021	AVANA	0.95
24567	"Random
subsampled RTs"	0.8428	ADaM2021	KY	0.05
24568	"Random
subsampled RTs"	0.8594	ADaM2021	KY	0.1
24569	"Random
subsampled RTs"	0.861	ADaM2021	KY	0.15
24570	"Random
subsampled RTs"	0.9021	ADaM2021	KY	0.2
24571	"Random
subsampled RTs"	0.9241	ADaM2021	KY	0.25
24572	"Random
subsampled RTs"	0.926	ADaM2021	KY	0.3
24573	"Random
subsampled RTs"	0.9392	ADaM2021	KY	0.35
24574	"Random
subsampled RTs"	0.9415	ADaM2021	KY	0.4
24575	"Random
subsampled RTs"	0.95	ADaM2021	KY	0.45
24576	"Random
subsampled RTs"	0.9531	ADaM2021	KY	0.5
24577	"Random
subsampled RTs"	0.95	ADaM2021	KY	0.55
24578	"Random
subsampled RTs"	0.9562	ADaM2021	KY	0.6
24579	"Random
subsampled RTs"	0.9547	ADaM2021	KY	0.65
24580	"Random
subsampled RTs"	0.9652	ADaM2021	KY	0.7
24581	"Random
subsampled RTs"	0.973	ADaM2021	KY	0.75
24582	"Random
subsampled RTs"	0.973	ADaM2021	KY	0.8
24583	"Random
subsampled RTs"	0.9732	ADaM2021	KY	0.85
24584	"Random
subsampled RTs"	0.9777	ADaM2021	KY	0.9
24585	"Random
subsampled RTs"	0.9828	ADaM2021	KY	0.95
24586	"Random
subsampled RTs"	0.7474	Hart2017	AVANA	0.05
24587	"Random
subsampled RTs"	0.7965	Hart2017	AVANA	0.1
24588	"Random
subsampled RTs"	0.8245	Hart2017	AVANA	0.15
24589	"Random
subsampled RTs"	0.8235	Hart2017	AVANA	0.2
24590	"Random
subsampled RTs"	0.8578	Hart2017	AVANA	0.25
24591	"Random
subsampled RTs"	0.8632	Hart2017	AVANA	0.3
24592	"Random
subsampled RTs"	0.8693	Hart2017	AVANA	0.35
24593	"Random
subsampled RTs"	0.8782	Hart2017	AVANA	0.4
24594	"Random
subsampled RTs"	0.8785	Hart2017	AVANA	0.45
24595	"Random
subsampled RTs"	0.876	Hart2017	AVANA	0.5
24596	"Random
subsampled RTs"	0.86	Hart2017	AVANA	0.55
24597	"Random
subsampled RTs"	0.8764	Hart2017	AVANA	0.6
24598	"Random
subsampled RTs"	0.8622	Hart2017	AVANA	0.65
24599	"Random
subsampled RTs"	0.9125	Hart2017	AVANA	0.7
24600	"Random
subsampled RTs"	0.9171	Hart2017	AVANA	0.75
24601	"Random
subsampled RTs"	0.9203	Hart2017	AVANA	0.8
24602	"Random
subsampled RTs"	0.9319	Hart2017	AVANA	0.85
24603	"Random
subsampled RTs"	0.9347	Hart2017	AVANA	0.9
24604	"Random
subsampled RTs"	0.9385	Hart2017	AVANA	0.95
24605	"Random
subsampled RTs"	0.8147	Hart2017	KY	0.05
24606	"Random
subsampled RTs"	0.8216	Hart2017	KY	0.1
24607	"Random
subsampled RTs"	0.8601	Hart2017	KY	0.15
24608	"Random
subsampled RTs"	0.8758	Hart2017	KY	0.2
24609	"Random
subsampled RTs"	0.9034	Hart2017	KY	0.25
24610	"Random
subsampled RTs"	0.9232	Hart2017	KY	0.3
24611	"Random
subsampled RTs"	0.9271	Hart2017	KY	0.35
24612	"Random
subsampled RTs"	0.9285	Hart2017	KY	0.4
24613	"Random
subsampled RTs"	0.9303	Hart2017	KY	0.45
24614	"Random
subsampled RTs"	0.9248	Hart2017	KY	0.5
24615	"Random
subsampled RTs"	0.9214	Hart2017	KY	0.55
24616	"Random
subsampled RTs"	0.9307	Hart2017	KY	0.6
24617	"Random
subsampled RTs"	0.9276	Hart2017	KY	0.65
24618	"Random
subsampled RTs"	0.9367	Hart2017	KY	0.7
24619	"Random
subsampled RTs"	0.9306	Hart2017	KY	0.75
24620	"Random
subsampled RTs"	0.9528	Hart2017	KY	0.8
24621	"Random
subsampled RTs"	0.9543	Hart2017	KY	0.85
24622	"Random
subsampled RTs"	0.9621	Hart2017	KY	0.9
24623	"Random
subsampled RTs"	0.9769	Hart2017	KY	0.95
24624	"Random
subsampled RTs"	0.7466	ADaM2021	AVANA	0.05
24625	"Random
subsampled RTs"	0.8287	ADaM2021	AVANA	0.1
24626	"Random
subsampled RTs"	0.8489	ADaM2021	AVANA	0.15
24627	"Random
subsampled RTs"	0.8774	ADaM2021	AVANA	0.2
24628	"Random
subsampled RTs"	0.8917	ADaM2021	AVANA	0.25
24629	"Random
subsampled RTs"	0.9029	ADaM2021	AVANA	0.3
24630	"Random
subsampled RTs"	0.9038	ADaM2021	AVANA	0.35
24631	"Random
subsampled RTs"	0.908	ADaM2021	AVANA	0.4
24632	"Random
subsampled RTs"	0.9025	ADaM2021	AVANA	0.45
24633	"Random
subsampled RTs"	0.9012	ADaM2021	AVANA	0.5
24634	"Random
subsampled RTs"	0.9096	ADaM2021	AVANA	0.55
24635	"Random
subsampled RTs"	0.9158	ADaM2021	AVANA	0.6
24636	"Random
subsampled RTs"	0.9435	ADaM2021	AVANA	0.65
24637	"Random
subsampled RTs"	0.9443	ADaM2021	AVANA	0.7
24638	"Random
subsampled RTs"	0.942	ADaM2021	AVANA	0.75
24639	"Random
subsampled RTs"	0.9432	ADaM2021	AVANA	0.8
24640	"Random
subsampled RTs"	0.9568	ADaM2021	AVANA	0.85
24641	"Random
subsampled RTs"	0.9601	ADaM2021	AVANA	0.9
24642	"Random
subsampled RTs"	0.9637	ADaM2021	AVANA	0.95
24643	"Random
subsampled RTs"	0.8132	ADaM2021	KY	0.05
24644	"Random
subsampled RTs"	0.8568	ADaM2021	KY	0.1
24645	"Random
subsampled RTs"	0.8737	ADaM2021	KY	0.15
24646	"Random
subsampled RTs"	0.8944	ADaM2021	KY	0.2
24647	"Random
subsampled RTs"	0.923	ADaM2021	KY	0.25
24648	"Random
subsampled RTs"	0.9339	ADaM2021	KY	0.3
24649	"Random
subsampled RTs"	0.933	ADaM2021	KY	0.35
24650	"Random
subsampled RTs"	0.9361	ADaM2021	KY	0.4
24651	"Random
subsampled RTs"	0.9515	ADaM2021	KY	0.45
24652	"Random
subsampled RTs"	0.9508	ADaM2021	KY	0.5
24653	"Random
subsampled RTs"	0.951	ADaM2021	KY	0.55
24654	"Random
subsampled RTs"	0.9554	ADaM2021	KY	0.6
24655	"Random
subsampled RTs"	0.9537	ADaM2021	KY	0.65
24656	"Random
subsampled RTs"	0.9608	ADaM2021	KY	0.7
24657	"Random
subsampled RTs"	0.9587	ADaM2021	KY	0.75
24658	"Random
subsampled RTs"	0.9635	ADaM2021	KY	0.8
24659	"Random
subsampled RTs"	0.9703	ADaM2021	KY	0.85
24660	"Random
subsampled RTs"	0.9752	ADaM2021	KY	0.9
24661	"Random
subsampled RTs"	0.983	ADaM2021	KY	0.95
24662	"Random
subsampled RTs"	0.7486	Hart2017	AVANA	0.05
24663	"Random
subsampled RTs"	0.7527	Hart2017	AVANA	0.1
24664	"Random
subsampled RTs"	0.7975	Hart2017	AVANA	0.15
24665	"Random
subsampled RTs"	0.8327	Hart2017	AVANA	0.2
24666	"Random
subsampled RTs"	0.811	Hart2017	AVANA	0.25
24667	"Random
subsampled RTs"	0.7361	Hart2017	AVANA	0.3
24668	"Random
subsampled RTs"	0.7173	Hart2017	AVANA	0.35
24669	"Random
subsampled RTs"	0.7481	Hart2017	AVANA	0.4
24670	"Random
subsampled RTs"	0.7798	Hart2017	AVANA	0.45
24671	"Random
subsampled RTs"	0.7991	Hart2017	AVANA	0.5
24672	"Random
subsampled RTs"	0.8279	Hart2017	AVANA	0.55
24673	"Random
subsampled RTs"	0.8457	Hart2017	AVANA	0.6
24674	"Random
subsampled RTs"	0.8544	Hart2017	AVANA	0.65
24675	"Random
subsampled RTs"	0.8713	Hart2017	AVANA	0.7
24676	"Random
subsampled RTs"	0.8873	Hart2017	AVANA	0.75
24677	"Random
subsampled RTs"	0.914	Hart2017	AVANA	0.8
24678	"Random
subsampled RTs"	0.9276	Hart2017	AVANA	0.85
24679	"Random
subsampled RTs"	0.9365	Hart2017	AVANA	0.9
24680	"Random
subsampled RTs"	0.9451	Hart2017	AVANA	0.95
24681	"Random
subsampled RTs"	0.8095	Hart2017	KY	0.05
24682	"Random
subsampled RTs"	0.8504	Hart2017	KY	0.1
24683	"Random
subsampled RTs"	0.8893	Hart2017	KY	0.15
24684	"Random
subsampled RTs"	0.9003	Hart2017	KY	0.2
24685	"Random
subsampled RTs"	0.8892	Hart2017	KY	0.25
24686	"Random
subsampled RTs"	0.896	Hart2017	KY	0.3
24687	"Random
subsampled RTs"	0.9174	Hart2017	KY	0.35
24688	"Random
subsampled RTs"	0.9161	Hart2017	KY	0.4
24689	"Random
subsampled RTs"	0.9317	Hart2017	KY	0.45
24690	"Random
subsampled RTs"	0.932	Hart2017	KY	0.5
24691	"Random
subsampled RTs"	0.9276	Hart2017	KY	0.55
24692	"Random
subsampled RTs"	0.9197	Hart2017	KY	0.6
24693	"Random
subsampled RTs"	0.9222	Hart2017	KY	0.65
24694	"Random
subsampled RTs"	0.9213	Hart2017	KY	0.7
24695	"Random
subsampled RTs"	0.9352	Hart2017	KY	0.75
24696	"Random
subsampled RTs"	0.9313	Hart2017	KY	0.8
24697	"Random
subsampled RTs"	0.9418	Hart2017	KY	0.85
24698	"Random
subsampled RTs"	0.9475	Hart2017	KY	0.9
24699	"Random
subsampled RTs"	0.9744	Hart2017	KY	0.95
24700	"Random
subsampled RTs"	0.8209	ADaM2021	AVANA	0.05
24701	"Random
subsampled RTs"	0.8461	ADaM2021	AVANA	0.1
24702	"Random
subsampled RTs"	0.8454	ADaM2021	AVANA	0.15
24703	"Random
subsampled RTs"	0.8853	ADaM2021	AVANA	0.2
24704	"Random
subsampled RTs"	0.895	ADaM2021	AVANA	0.25
24705	"Random
subsampled RTs"	0.9111	ADaM2021	AVANA	0.3
24706	"Random
subsampled RTs"	0.9198	ADaM2021	AVANA	0.35
24707	"Random
subsampled RTs"	0.9234	ADaM2021	AVANA	0.4
24708	"Random
subsampled RTs"	0.9257	ADaM2021	AVANA	0.45
24709	"Random
subsampled RTs"	0.9278	ADaM2021	AVANA	0.5
24710	"Random
subsampled RTs"	0.9248	ADaM2021	AVANA	0.55
24711	"Random
subsampled RTs"	0.9268	ADaM2021	AVANA	0.6
24712	"Random
subsampled RTs"	0.9231	ADaM2021	AVANA	0.65
24713	"Random
subsampled RTs"	0.9232	ADaM2021	AVANA	0.7
24714	"Random
subsampled RTs"	0.931	ADaM2021	AVANA	0.75
24715	"Random
subsampled RTs"	0.9449	ADaM2021	AVANA	0.8
24716	"Random
subsampled RTs"	0.9565	ADaM2021	AVANA	0.85
24717	"Random
subsampled RTs"	0.9587	ADaM2021	AVANA	0.9
24718	"Random
subsampled RTs"	0.9654	ADaM2021	AVANA	0.95
24719	"Random
subsampled RTs"	0.8422	ADaM2021	KY	0.05
24720	"Random
subsampled RTs"	0.8628	ADaM2021	KY	0.1
24721	"Random
subsampled RTs"	0.9032	ADaM2021	KY	0.15
24722	"Random
subsampled RTs"	0.9081	ADaM2021	KY	0.2
24723	"Random
subsampled RTs"	0.9138	ADaM2021	KY	0.25
24724	"Random
subsampled RTs"	0.8806	ADaM2021	KY	0.3
24725	"Random
subsampled RTs"	0.8988	ADaM2021	KY	0.35
24726	"Random
subsampled RTs"	0.8924	ADaM2021	KY	0.4
24727	"Random
subsampled RTs"	0.9025	ADaM2021	KY	0.45
24728	"Random
subsampled RTs"	0.9025	ADaM2021	KY	0.5
24729	"Random
subsampled RTs"	0.9165	ADaM2021	KY	0.55
24730	"Random
subsampled RTs"	0.9385	ADaM2021	KY	0.6
24731	"Random
subsampled RTs"	0.9509	ADaM2021	KY	0.65
24732	"Random
subsampled RTs"	0.9495	ADaM2021	KY	0.7
24733	"Random
subsampled RTs"	0.9644	ADaM2021	KY	0.75
24734	"Random
subsampled RTs"	0.9696	ADaM2021	KY	0.8
24735	"Random
subsampled RTs"	0.972	ADaM2021	KY	0.85
24736	"Random
subsampled RTs"	0.9763	ADaM2021	KY	0.9
24737	"Random
subsampled RTs"	0.9789	ADaM2021	KY	0.95
24738	"Random
subsampled RTs"	0.7285	Hart2017	AVANA	0.05
24739	"Random
subsampled RTs"	0.7947	Hart2017	AVANA	0.1
24740	"Random
subsampled RTs"	0.8211	Hart2017	AVANA	0.15
24741	"Random
subsampled RTs"	0.8427	Hart2017	AVANA	0.2
24742	"Random
subsampled RTs"	0.8559	Hart2017	AVANA	0.25
24743	"Random
subsampled RTs"	0.85	Hart2017	AVANA	0.3
24744	"Random
subsampled RTs"	0.8602	Hart2017	AVANA	0.35
24745	"Random
subsampled RTs"	0.8625	Hart2017	AVANA	0.4
24746	"Random
subsampled RTs"	0.8557	Hart2017	AVANA	0.45
24747	"Random
subsampled RTs"	0.8889	Hart2017	AVANA	0.5
24748	"Random
subsampled RTs"	0.8983	Hart2017	AVANA	0.55
24749	"Random
subsampled RTs"	0.8999	Hart2017	AVANA	0.6
24750	"Random
subsampled RTs"	0.902	Hart2017	AVANA	0.65
24751	"Random
subsampled RTs"	0.9211	Hart2017	AVANA	0.7
24752	"Random
subsampled RTs"	0.9231	Hart2017	AVANA	0.75
24753	"Random
subsampled RTs"	0.9178	Hart2017	AVANA	0.8
24754	"Random
subsampled RTs"	0.9345	Hart2017	AVANA	0.85
24755	"Random
subsampled RTs"	0.9352	Hart2017	AVANA	0.9
24756	"Random
subsampled RTs"	0.9459	Hart2017	AVANA	0.95
24757	"Random
subsampled RTs"	0.7982	Hart2017	KY	0.05
24758	"Random
subsampled RTs"	0.8566	Hart2017	KY	0.1
24759	"Random
subsampled RTs"	0.8744	Hart2017	KY	0.15
24760	"Random
subsampled RTs"	0.8797	Hart2017	KY	0.2
24761	"Random
subsampled RTs"	0.8994	Hart2017	KY	0.25
24762	"Random
subsampled RTs"	0.9135	Hart2017	KY	0.3
24763	"Random
subsampled RTs"	0.9184	Hart2017	KY	0.35
24764	"Random
subsampled RTs"	0.9209	Hart2017	KY	0.4
24765	"Random
subsampled RTs"	0.9317	Hart2017	KY	0.45
24766	"Random
subsampled RTs"	0.9359	Hart2017	KY	0.5
24767	"Random
subsampled RTs"	0.9437	Hart2017	KY	0.55
24768	"Random
subsampled RTs"	0.9495	Hart2017	KY	0.6
24769	"Random
subsampled RTs"	0.9502	Hart2017	KY	0.65
24770	"Random
subsampled RTs"	0.9554	Hart2017	KY	0.7
24771	"Random
subsampled RTs"	0.9598	Hart2017	KY	0.75
24772	"Random
subsampled RTs"	0.9614	Hart2017	KY	0.8
24773	"Random
subsampled RTs"	0.9632	Hart2017	KY	0.85
24774	"Random
subsampled RTs"	0.9737	Hart2017	KY	0.9
24775	"Random
subsampled RTs"	0.9795	Hart2017	KY	0.95
24776	"Random
subsampled RTs"	0.7863	ADaM2021	AVANA	0.05
24777	"Random
subsampled RTs"	0.7927	ADaM2021	AVANA	0.1
24778	"Random
subsampled RTs"	0.8781	ADaM2021	AVANA	0.15
24779	"Random
subsampled RTs"	0.8732	ADaM2021	AVANA	0.2
24780	"Random
subsampled RTs"	0.879	ADaM2021	AVANA	0.25
24781	"Random
subsampled RTs"	0.9028	ADaM2021	AVANA	0.3
24782	"Random
subsampled RTs"	0.9151	ADaM2021	AVANA	0.35
24783	"Random
subsampled RTs"	0.9228	ADaM2021	AVANA	0.4
24784	"Random
subsampled RTs"	0.9281	ADaM2021	AVANA	0.45
24785	"Random
subsampled RTs"	0.9337	ADaM2021	AVANA	0.5
24786	"Random
subsampled RTs"	0.9399	ADaM2021	AVANA	0.55
24787	"Random
subsampled RTs"	0.9409	ADaM2021	AVANA	0.6
24788	"Random
subsampled RTs"	0.9391	ADaM2021	AVANA	0.65
24789	"Random
subsampled RTs"	0.9484	ADaM2021	AVANA	0.7
24790	"Random
subsampled RTs"	0.9559	ADaM2021	AVANA	0.75
24791	"Random
subsampled RTs"	0.9557	ADaM2021	AVANA	0.8
24792	"Random
subsampled RTs"	0.9609	ADaM2021	AVANA	0.85
24793	"Random
subsampled RTs"	0.9654	ADaM2021	AVANA	0.9
24794	"Random
subsampled RTs"	0.968	ADaM2021	AVANA	0.95
24795	"Random
subsampled RTs"	0.8358	ADaM2021	KY	0.05
24796	"Random
subsampled RTs"	0.8462	ADaM2021	KY	0.1
24797	"Random
subsampled RTs"	0.901	ADaM2021	KY	0.15
24798	"Random
subsampled RTs"	0.9031	ADaM2021	KY	0.2
24799	"Random
subsampled RTs"	0.9129	ADaM2021	KY	0.25
24800	"Random
subsampled RTs"	0.9009	ADaM2021	KY	0.3
24801	"Random
subsampled RTs"	0.9129	ADaM2021	KY	0.35
24802	"Random
subsampled RTs"	0.9372	ADaM2021	KY	0.4
24803	"Random
subsampled RTs"	0.9517	ADaM2021	KY	0.45
24804	"Random
subsampled RTs"	0.9536	ADaM2021	KY	0.5
24805	"Random
subsampled RTs"	0.9588	ADaM2021	KY	0.55
24806	"Random
subsampled RTs"	0.9635	ADaM2021	KY	0.6
24807	"Random
subsampled RTs"	0.9632	ADaM2021	KY	0.65
24808	"Random
subsampled RTs"	0.9625	ADaM2021	KY	0.7
24809	"Random
subsampled RTs"	0.9607	ADaM2021	KY	0.75
24810	"Random
subsampled RTs"	0.9687	ADaM2021	KY	0.8
24811	"Random
subsampled RTs"	0.9705	ADaM2021	KY	0.85
24812	"Random
subsampled RTs"	0.9792	ADaM2021	KY	0.9
24813	"Random
subsampled RTs"	0.9826	ADaM2021	KY	0.95
24814	"Random
subsampled RTs"	0.746	Hart2017	AVANA	0.05
24815	"Random
subsampled RTs"	0.7775	Hart2017	AVANA	0.1
24816	"Random
subsampled RTs"	0.8175	Hart2017	AVANA	0.15
24817	"Random
subsampled RTs"	0.8369	Hart2017	AVANA	0.2
24818	"Random
subsampled RTs"	0.8424	Hart2017	AVANA	0.25
24819	"Random
subsampled RTs"	0.8663	Hart2017	AVANA	0.3
24820	"Random
subsampled RTs"	0.871	Hart2017	AVANA	0.35
24821	"Random
subsampled RTs"	0.8604	Hart2017	AVANA	0.4
24822	"Random
subsampled RTs"	0.8678	Hart2017	AVANA	0.45
24823	"Random
subsampled RTs"	0.8449	Hart2017	AVANA	0.5
24824	"Random
subsampled RTs"	0.8427	Hart2017	AVANA	0.55
24825	"Random
subsampled RTs"	0.8721	Hart2017	AVANA	0.6
24826	"Random
subsampled RTs"	0.8607	Hart2017	AVANA	0.65
24827	"Random
subsampled RTs"	0.9099	Hart2017	AVANA	0.7
24828	"Random
subsampled RTs"	0.9233	Hart2017	AVANA	0.75
24829	"Random
subsampled RTs"	0.9298	Hart2017	AVANA	0.8
24830	"Random
subsampled RTs"	0.9359	Hart2017	AVANA	0.85
24831	"Random
subsampled RTs"	0.9367	Hart2017	AVANA	0.9
24832	"Random
subsampled RTs"	0.9424	Hart2017	AVANA	0.95
24833	"Random
subsampled RTs"	0.7811	Hart2017	KY	0.05
24834	"Random
subsampled RTs"	0.7704	Hart2017	KY	0.1
24835	"Random
subsampled RTs"	0.8236	Hart2017	KY	0.15
24836	"Random
subsampled RTs"	0.7903	Hart2017	KY	0.2
24837	"Random
subsampled RTs"	0.8507	Hart2017	KY	0.25
