	Gene	Corrected fold-changes	category	gset	Library
421	STARD7	-0.5311390629556529	Common	ADaM2021	Brunello
422	CIAO1	-1.684776636325958	Common	ADaM2021	Brunello
423	SNRNP200	-2.7185263658257792	Common	ADaM2021	Brunello
424	NCAPH	-1.221544761589987	Common	ADaM2021	Brunello
425	NEURL3	-0.254071857676545	Exclusive	ADaM2021	Brunello
426	KANSL3	-3.1600577736401214	Common	ADaM2021	Brunello
427	LMAN2L	-0.4056580429243929	Common	ADaM2021	Brunello
428	TMEM131	-0.8222764668892962	Common	ADaM2021	Brunello
429	COA5	-0.4196799239159378	Common	ADaM2021	Brunello
430	UNC50	-0.7238936606877553	Common	ADaM2021	Brunello
431	TSGA10	-0.2828417305133657	Exclusive	ADaM2021	Brunello
432	MRPL30	-0.5342655376672604	Common	ADaM2021	Brunello
433	EIF5B	-1.288598258880286	Common	ADaM2021	Brunello
434	CHST10	-0.347386684780646	Common	ADaM2021	Brunello
435	RPL31	-3.280515347068045	Common	ADaM2021	Brunello
436	TGFBRAP1	-0.342168561430106	Common	ADaM2021	Brunello
437	RGPD3	-0.5450894755115729	Common	ADaM2021	Brunello
438	LIMS1	-1.2576753478748777	Common	ADaM2021	Brunello
439	RGPD5	-0.9780429610269368	Common	ADaM2021	Brunello
440	LIMS3	-0.4449622147334475	Common	ADaM2021	Brunello
441	LIMS3L	-0.7643533628318011	Common	ADaM2021	Brunello
442	RGPD6	-0.9915677530983062	Common	ADaM2021	Brunello
443	BUB1	-0.4898370486128643	Common	ADaM2021	Brunello
444	ANAPC1	-1.4940729759030122	Common	ADaM2021	Brunello
445	ZC3H8	-1.1000207548011027	Common	ADaM2021	Brunello
446	RGPD8	-0.8494422354455923	Common	ADaM2021	Brunello
447	POLR1B	-2.1210977141977576	Common	ADaM2021	Brunello
448	SLC20A1	-0.4877537942238422	Common	ADaM2021	Brunello
449	CBWD2	-0.8142627665660496	Common	ADaM2021	Brunello
450	FOXD4L1	-0.8464310634684195	Common	ADaM2021	Brunello
451	RABL2A	-0.2530569822369759	Exclusive	ADaM2021	Brunello
452	ACTR3	-0.2515039611758185	Exclusive	ADaM2021	Brunello
453	DDX18	-2.6414395888651736	Common	ADaM2021	Brunello
454	C1QL2	-0.3985327353336465	Common	ADaM2021	Brunello
455	CLASP1	-0.3408083269310435	Common	ADaM2021	Brunello
456	NIFK	-1.8591804494187136	Common	ADaM2021	Brunello
457	ERCC3	-3.329050417319684	Common	ADaM2021	Brunello
458	WDR33	-2.125106039037899	Common	ADaM2021	Brunello
459	POLR2D	-2.198002619317778	Common	ADaM2021	Brunello
460	HS6ST1	-0.3470452324193602	Common	ADaM2021	Brunello
461	POTEF	-0.4454426426603623	Common	ADaM2021	Brunello
462	CCDC115	-2.2288089706686467	Common	ADaM2021	Brunello
463	IMP4	-2.6838347999963337	Common	ADaM2021	Brunello
464	CFC1	-0.2661576638507766	Exclusive	ADaM2021	Brunello
465	POTEJ	-0.4134286433774554	Common	ADaM2021	Brunello
466	POTEE	-0.3324676904963387	Common	ADaM2021	Brunello
467	WTH3DI	-0.5161559109811302	Common	ADaM2021	Brunello
468	C2orf27A	-0.35194920235475	Common	ADaM2021	Brunello
469	C2orf27B	-0.4586887803816103	Common	ADaM2021	Brunello
470	MCM6	-2.831079095193543	Common	ADaM2021	Brunello
471	DARS	-1.837115030971515	Common	ADaM2021	Brunello
472	EPC2	-0.5357858619233905	Common	ADaM2021	Brunello
473	PRPF40A	-2.003703011652565	Common	ADaM2021	Brunello
474	LOC100144595	-3.606748299938582	Common	ADaM2021	Brunello
475	CYTIP	-0.3407586684911564	Common	ADaM2021	Brunello
476	LY75-CD302	-0.5642810348851584	Common	ADaM2021	Brunello
477	LY75	-0.5878625391165341	Common	ADaM2021	Brunello
478	ITGB6	-0.2968539423177426	Exclusive	ADaM2021	Brunello
479	RBMS1	-0.4243963482955714	Common	ADaM2021	Brunello
480	PSMD14	-4.20721614581362	Common	ADaM2021	Brunello
481	FAP	-0.2442133340160009	Exclusive	ADaM2021	Brunello
482	COBLL1	-0.2418635302592515	Exclusive	ADaM2021	Brunello
483	STK39	-0.3690534128983795	Common	ADaM2021	Brunello
484	SPC25	-1.9517557124975045	Common	ADaM2021	Brunello
485	LRP2	-0.4257920800856906	Common	ADaM2021	Brunello
486	KLHL41	-0.2938715257986809	Exclusive	ADaM2021	Brunello
487	FASTKD1	-0.2400200231770147	Exclusive	ADaM2021	Brunello
488	SSB	-1.0549183545853316	Common	ADaM2021	Brunello
489	TLK1	-0.4512911359157675	Common	ADaM2021	Brunello
490	DYNC1I2	-1.3987571666546863	Common	ADaM2021	Brunello
491	ZAK	-0.3891360896434019	Common	ADaM2021	Brunello
492	GPR155	-0.2484590221979728	Exclusive	ADaM2021	Brunello
493	CHRNA1	-0.2828756904929417	Exclusive	ADaM2021	Brunello
494	MTX2	-0.9626759239464804	Common	ADaM2021	Brunello
495	DFNB59	-0.3293683422015246	Common	ADaM2021	Brunello
496	CWC22	-2.9968403819231284	Common	ADaM2021	Brunello
497	NCKAP1	-1.665274201044338	Common	ADaM2021	Brunello
498	NUP35	-1.088293446122652	Common	ADaM2021	Brunello
499	ITGAV	-1.3702309210637609	Common	ADaM2021	Brunello
500	WDR75	-1.116561701182252	Common	ADaM2021	Brunello
501	SLC39A10	-0.5061793701830155	Common	ADaM2021	Brunello
502	GTF3C3	-1.6618734864950442	Common	ADaM2021	Brunello
503	SF3B1	-2.9034898776297515	Common	ADaM2021	Brunello
504	COQ10B	-0.2735250802648681	Exclusive	ADaM2021	Brunello
505	HSPD1	-4.989326699782351	Common	ADaM2021	Brunello
506	HSPE1	-5.240998057423974	Common	ADaM2021	Brunello
507	MOB4	-0.3639504527614987	Common	ADaM2021	Brunello
508	HSPE1-MOB4	-0.7204040465436853	Common	ADaM2021	Brunello
509	MARS2	-0.7506848113394322	Common	ADaM2021	Brunello
510	ORC2	-0.5646105777507713	Common	ADaM2021	Brunello
511	FAM126B	-2.219320020727868	Common	ADaM2021	Brunello
512	CFLAR	-1.5732190687088037	Common	ADaM2021	Brunello
513	NOP58	-4.562911634073467	Common	ADaM2021	Brunello
514	WDR12	-2.666157327660537	Common	ADaM2021	Brunello
515	EEF1B2	-0.3613570431834204	Common	ADaM2021	Brunello
516	ZDBF2	-0.3337357747426501	Common	ADaM2021	Brunello
517	CREB1	-0.3618933758771729	Common	ADaM2021	Brunello
518	METTL21A	-0.2777261758348033	Exclusive	ADaM2021	Brunello
519	PIKFYVE	-1.0393329163618077	Common	ADaM2021	Brunello
520	RPE	-0.9114362083571854	Common	ADaM2021	Brunello
521	BARD1	-0.7609646795522852	Common	ADaM2021	Brunello
522	ATIC	-1.283911046744528	Common	ADaM2021	Brunello
523	XRCC5	-3.407466198563846	Common	ADaM2021	Brunello
524	RPL37A	-2.7879419873561035	Common	ADaM2021	Brunello
525	CXCR2	-0.4020816814348344	Common	ADaM2021	Brunello
526	ARPC2	-0.7531417465738648	Common	ADaM2021	Brunello
527	AAMP	-1.7245867150844756	Common	ADaM2021	Brunello
528	PNKD	-0.423075133662776	Common	ADaM2021	Brunello
529	USP37	-0.9408924671940446	Common	ADaM2021	Brunello
530	RQCD1	-1.6654823996717547	Common	ADaM2021	Brunello
531	BCS1L	-0.4940974422302084	Common	ADaM2021	Brunello
532	PRKAG3	-0.2613881237346908	Exclusive	ADaM2021	Brunello
533	ATG9A	-1.2987795111357388	Common	ADaM2021	Brunello
534	FARSB	-1.4531889374623574	Common	ADaM2021	Brunello
535	ACSL3	-0.4497497947680182	Common	ADaM2021	Brunello
536	MRPL44	-0.4466064084860839	Common	ADaM2021	Brunello
537	CUL3	-2.422647454723933	Common	ADaM2021	Brunello
538	IRS1	-0.9134125579926756	Common	ADaM2021	Brunello
539	SP140	-0.3626628142273047	Common	ADaM2021	Brunello
540	CAB39	-0.8093508892157595	Common	ADaM2021	Brunello
541	SPATA3	-0.2287248197415879	Exclusive	ADaM2021	Brunello
542	PSMD1	-0.8329147517212002	Common	ADaM2021	Brunello
543	NCL	-1.4615115968637924	Common	ADaM2021	Brunello
544	PTMA	-0.7917633111520229	Common	ADaM2021	Brunello
545	NPPC	-0.2801142856810465	Exclusive	ADaM2021	Brunello
546	DIS3L2	-0.2296213880998198	Exclusive	ADaM2021	Brunello
547	HJURP	-2.693972446716514	Common	ADaM2021	Brunello
548	COPS8	-0.8413203069395379	Common	ADaM2021	Brunello
549	AQP12A	-0.2550934616365279	Exclusive	ADaM2021	Brunello
550	MTERF4	-0.4825005609891025	Common	ADaM2021	Brunello
551	PPP1R7	-3.5873433180198804	Common	ADaM2021	Brunello
552	HDLBP	-0.3269397250828487	Common	ADaM2021	Brunello
553	DTYMK	-3.440586762731618	Common	ADaM2021	Brunello
554	TRNT1	-3.022182982558764	Common	ADaM2021	Brunello
555	ARPC4	-2.1381734764087303	Common	ADaM2021	Brunello
556	JAGN1	-0.236314823843594	Exclusive	ADaM2021	Brunello
557	EMC3	-1.4925263960764994	Common	ADaM2021	Brunello
558	BRK1	-0.6600382344654863	Common	ADaM2021	Brunello
559	VHL	-0.6750933988527228	Common	ADaM2021	Brunello
560	SEC13	-2.2201952713731536	Common	ADaM2021	Brunello
561	TAMM41	-1.8305571847180453	Common	ADaM2021	Brunello
562	PPARG	-0.3324655142844136	Common	ADaM2021	Brunello
563	TSEN2	-1.9120054828446371	Common	ADaM2021	Brunello
564	RPL32	-4.523165928647779	Common	ADaM2021	Brunello
565	CHCHD4	-1.7584097826444582	Common	ADaM2021	Brunello
566	LSM3	-2.203587234123214	Common	ADaM2021	Brunello
567	CCDC174	-1.706370372223918	Common	ADaM2021	Brunello
568	MRPS25	-0.6745820331505981	Common	ADaM2021	Brunello
569	RBSN	-1.5988316770619175	Common	ADaM2021	Brunello
570	EAF1	-0.3077848335894491	Exclusive	ADaM2021	Brunello
571	ANKRD28	-0.3057089343583823	Exclusive	ADaM2021	Brunello
572	DPH3	-3.130654903460008	Common	ADaM2021	Brunello
573	RAB5A	-0.2502933812828436	Exclusive	ADaM2021	Brunello
574	RPL15	-3.877354546437966	Common	ADaM2021	Brunello
575	CMC1	-0.3074810388638324	Exclusive	ADaM2021	Brunello
576	ZCWPW2	-0.3382254759384682	Common	ADaM2021	Brunello
577	STT3B	-0.6540095991536292	Common	ADaM2021	Brunello
578	PDCD6IP	-0.5427573658143909	Common	ADaM2021	Brunello
579	DLEC1	-0.5947351465172275	Common	ADaM2021	Brunello
580	RPSA	-4.000625026797782	Common	ADaM2021	Brunello
581	RPL14	-2.985551781605521	Common	ADaM2021	Brunello
582	CTNNB1	-2.5450724859077347	Common	ADaM2021	Brunello
583	SS18L2	-3.5735633987115887	Common	ADaM2021	Brunello
584	EXOSC7	-1.530662897028488	Common	ADaM2021	Brunello
585	LARS2	-0.4775335096054464	Common	ADaM2021	Brunello
586	SACM1L	-4.639015498821707	Common	ADaM2021	Brunello
587	TDGF1	-0.246407835472626	Exclusive	ADaM2021	Brunello
588	CCDC12	-0.6968344295593022	Common	ADaM2021	Brunello
589	SETD2	-1.2841267376682466	Common	ADaM2021	Brunello
590	SCAP	-0.7153518447384134	Common	ADaM2021	Brunello
591	ELP6	-0.5516632706827267	Common	ADaM2021	Brunello
592	DHX30	-0.5217218982357845	Common	ADaM2021	Brunello
593	CCDC51	-0.5879543341361273	Common	ADaM2021	Brunello
594	TMA7	-0.6969105216866022	Common	ADaM2021	Brunello
595	ATRIP	-2.540756285187065	Common	ADaM2021	Brunello
596	UCN2	-0.3787228708051826	Common	ADaM2021	Brunello
597	IMPDH2	-0.4354383294121712	Common	ADaM2021	Brunello
598	QARS	-3.2931653614798746	Common	ADaM2021	Brunello
599	RHOA	-0.7833968623782419	Common	ADaM2021	Brunello
600	RNF123	-0.2935671905311313	Exclusive	ADaM2021	Brunello
601	GMPPB	-3.056180574167919	Common	ADaM2021	Brunello
602	TRAIP	-0.8616646622097114	Common	ADaM2021	Brunello
603	TUSC2	-0.2577900964145209	Exclusive	ADaM2021	Brunello
604	VPRBP	-2.6577768058301734	Common	ADaM2021	Brunello
605	RRP9	-2.007468679421171	Common	ADaM2021	Brunello
606	RPL29	-1.419124418540904	Common	ADaM2021	Brunello
607	WDR82	-2.2302065246843115	Common	ADaM2021	Brunello
608	BAP1	-0.5992763025638645	Common	ADaM2021	Brunello
609	NISCH	-0.8521659531502638	Common	ADaM2021	Brunello
610	STAB1	-0.4294497506603378	Common	ADaM2021	Brunello
611	GNL3	-3.649102123864553	Common	ADaM2021	Brunello
612	TMEM110-MUSTN1	-0.2685529228268531	Exclusive	ADaM2021	Brunello
613	RFT1	-2.0416461920851288	Common	ADaM2021	Brunello
614	TKT	-0.5490046863356431	Common	ADaM2021	Brunello
615	WNT5A	-0.2889136844969353	Exclusive	ADaM2021	Brunello
616	FAM208A	-0.5067881387637928	Common	ADaM2021	Brunello
617	DENND6A	-0.4711725172953915	Common	ADaM2021	Brunello
618	RPP14	-1.771690408014256	Common	ADaM2021	Brunello
619	THOC7	-0.8950396224278324	Common	ADaM2021	Brunello
620	PSMD6	-3.1157727951917744	Common	ADaM2021	Brunello
621	SLC25A26	-0.615977301714849	Common	ADaM2021	Brunello
622	LRIG1	-0.271445233279329	Exclusive	ADaM2021	Brunello
623	UBA3	-3.4865029612177545	Common	ADaM2021	Brunello
624	SHQ1	-0.9696216339427816	Common	ADaM2021	Brunello
625	ROBO1	-0.6494829967361126	Common	ADaM2021	Brunello
626	PROS1	-0.4354865606147115	Common	ADaM2021	Brunello
627	DHFRL1	-0.2351346557216193	Exclusive	ADaM2021	Brunello
628	OR5K4	-0.4468732427352543	Common	ADaM2021	Brunello
629	OR5K3	-0.4292826137400203	Common	ADaM2021	Brunello
630	TBC1D23	-0.8214255477313055	Common	ADaM2021	Brunello
631	TOMM70A	-1.1863251830687918	Common	ADaM2021	Brunello
632	TMEM45A	-0.2515791631868874	Exclusive	ADaM2021	Brunello
633	TRMT10C	-0.2336682623029772	Exclusive	ADaM2021	Brunello
634	ZBTB11	-1.162066106630968	Common	ADaM2021	Brunello
635	RPL24	-3.1065024432148545	Common	ADaM2021	Brunello
636	CEP97	-0.5770841833687392	Common	ADaM2021	Brunello
637	NXPE3	-0.259075828207681	Exclusive	ADaM2021	Brunello
638	C3orf17	-1.7364860342775503	Common	ADaM2021	Brunello
639	SPICE1	-0.6086984298345519	Common	ADaM2021	Brunello
640	NAA50	-2.14010803769154	Common	ADaM2021	Brunello
641	ATP6V1A	-3.7257866639410704	Common	ADaM2021	Brunello
642	ZNF80	-0.2875179968523717	Exclusive	ADaM2021	Brunello
643	POGLUT1	-0.3247252197960668	Common	ADaM2021	Brunello
644	COX17	-0.348090456525102	Common	ADaM2021	Brunello
645	LRRC58	-0.3066679972175288	Exclusive	ADaM2021	Brunello
646	GTF2E1	-0.584677877313461	Common	ADaM2021	Brunello
647	PARP15	-0.2778139232615907	Exclusive	ADaM2021	Brunello
648	SEMA5B	-0.3093431649632185	Exclusive	ADaM2021	Brunello
649	PDIA5	-0.2971120947573754	Exclusive	ADaM2021	Brunello
650	UMPS	-0.3190018915814708	Common	ADaM2021	Brunello
651	ITGB5	-0.7650648407983184	Common	ADaM2021	Brunello
652	ZNF148	-0.7348998501952385	Common	ADaM2021	Brunello
653	OSBPL11	-1.4241523265712837	Common	ADaM2021	Brunello
654	ALG1L	-0.2663119809717861	Exclusive	ADaM2021	Brunello
655	MCM2	-2.361926885132309	Common	ADaM2021	Brunello
656	ABTB1	-0.3508926290515674	Common	ADaM2021	Brunello
657	SEC61A1	-2.615215934037354	Common	ADaM2021	Brunello
658	RUVBL1	-5.373874471975894	Common	ADaM2021	Brunello
659	RPN1	-0.9640655685585384	Common	ADaM2021	Brunello
660	ISY1-RAB43	-1.3619682816008891	Common	ADaM2021	Brunello
661	ISY1	-2.665998862630277	Common	ADaM2021	Brunello
662	COPG1	-0.9553929106066048	Common	ADaM2021	Brunello
663	ALG1L2	-2.67536000734464	Common	ADaM2021	Brunello
664	PIK3R4	-0.4466834415779073	Common	ADaM2021	Brunello
665	MRPL3	-0.5572000749430309	Common	ADaM2021	Brunello
666	UBA5	-1.1786156687953695	Common	ADaM2021	Brunello
667	TOPBP1	-3.371591811632987	Common	ADaM2021	Brunello
668	ANAPC13	-1.881699985390692	Common	ADaM2021	Brunello
669	STAG1	-0.2426012319838787	Exclusive	ADaM2021	Brunello
670	DBR1	-2.593276268918263	Common	ADaM2021	Brunello
671	MRPS22	-0.4653306834624544	Common	ADaM2021	Brunello
672	COPB2	-2.787814598402181	Common	ADaM2021	Brunello
673	XRN1	-0.4151914467938464	Common	ADaM2021	Brunello
674	ATR	-1.7267172703657123	Common	ADaM2021	Brunello
675	U2SURP	-3.2948613136014626	Common	ADaM2021	Brunello
676	TSC22D2	-1.1023873016402854	Common	ADaM2021	Brunello
677	GPR87	-0.2311102481173491	Exclusive	ADaM2021	Brunello
678	IGSF10	-0.4491547137998599	Common	ADaM2021	Brunello
679	DHX36	-1.5581642233203157	Common	ADaM2021	Brunello
680	SLC33A1	-1.241577766323763	Common	ADaM2021	Brunello
681	GMPS	-2.186761863034784	Common	ADaM2021	Brunello
682	SSR3	-0.342078896711983	Common	ADaM2021	Brunello
683	CCNL1	-0.3557255001505302	Common	ADaM2021	Brunello
684	GFM1	-0.8565896356747874	Common	ADaM2021	Brunello
685	SMC4	-2.8746953644382964	Common	ADaM2021	Brunello
686	NMD3	-1.4863149041513386	Common	ADaM2021	Brunello
687	MECOM	-0.2387050300521218	Exclusive	ADaM2021	Brunello
688	ACTRT3	-0.2955982090850756	Exclusive	ADaM2021	Brunello
689	SEC62	-1.3458079808891046	Common	ADaM2021	Brunello
690	ECT2	-3.0833995954291	Common	ADaM2021	Brunello
691	TBL1XR1	-0.7760440953302513	Common	ADaM2021	Brunello
692	PIK3CA	-1.905137676399984	Common	ADaM2021	Brunello
693	ZNF639	-0.2791970662400952	Exclusive	ADaM2021	Brunello
694	ACTL6A	-1.6866191322319133	Common	ADaM2021	Brunello
695	EIF2B5	-3.995527842783595	Common	ADaM2021	Brunello
696	AP2M1	-2.2297290022839094	Common	ADaM2021	Brunello
697	PSMD2	-2.3532952455610854	Common	ADaM2021	Brunello
698	EIF4G1	-3.3523231455365767	Common	ADaM2021	Brunello
699	POLR2H	-1.176326174726672	Common	ADaM2021	Brunello
700	VPS8	-0.7929609542581152	Common	ADaM2021	Brunello
701	LIPH	-0.2475449399601358	Exclusive	ADaM2021	Brunello
702	SENP2	-0.4917986252295436	Common	ADaM2021	Brunello
703	TRA2B	-0.7300974480060536	Common	ADaM2021	Brunello
704	DGKG	-0.3199722202160949	Common	ADaM2021	Brunello
705	DNAJB11	-0.485696515449977	Common	ADaM2021	Brunello
706	FETUB	-1.0017096728218076	Common	ADaM2021	Brunello
707	RFC4	-0.7591519758165222	Common	ADaM2021	Brunello
708	RPL39L	-0.2832888608580557	Exclusive	ADaM2021	Brunello
709	ATP13A4	-0.2679187160559894	Exclusive	ADaM2021	Brunello
710	OPA1	-0.6869679220980768	Common	ADaM2021	Brunello
711	HES1	-2.4336198915992067	Common	ADaM2021	Brunello
712	LSG1	-1.5635548135146886	Common	ADaM2021	Brunello
713	PPP1R2	-0.9836533929828511	Common	ADaM2021	Brunello
714	TFRC	-1.7498011043514934	Common	ADaM2021	Brunello
715	PCYT1A	-3.716296638801765	Common	ADaM2021	Brunello
716	NCBP2	-1.3109799378970095	Common	ADaM2021	Brunello
717	RPL35A	-2.657737871786749	Common	ADaM2021	Brunello
718	FAM157A	-0.7779219926251855	Common	ADaM2021	Brunello
719	MYL5	-0.3113511424818743	Exclusive	ADaM2021	Brunello
720	PCGF3	-0.3187780671602137	Common	ADaM2021	Brunello
721	GAK	-1.1207456346962876	Common	ADaM2021	Brunello
722	RNF212	-0.2952046715922987	Exclusive	ADaM2021	Brunello
723	SLBP	-0.5639106320753978	Common	ADaM2021	Brunello
724	TACC3	-0.5574130420438107	Common	ADaM2021	Brunello
725	LETM1	-1.5965272767095062	Common	ADaM2021	Brunello
726	NELFA	-1.0257936593993129	Common	ADaM2021	Brunello
727	HAUS3	-1.2522563349126845	Common	ADaM2021	Brunello
728	NOP14	-1.758073883246751	Common	ADaM2021	Brunello
729	HTT	-0.3028916138587079	Exclusive	ADaM2021	Brunello
730	MSANTD1	-0.329565686163409	Common	ADaM2021	Brunello
731	STX18	-1.0559434691083849	Common	ADaM2021	Brunello
732	GRPEL1	-3.900450738653448	Common	ADaM2021	Brunello
733	USP17L18	-0.3036049906407693	Exclusive	ADaM2021	Brunello
734	USP17L25	-0.4301482453534113	Common	ADaM2021	Brunello
735	USP17L26	-0.6227774504181646	Common	ADaM2021	Brunello
736	USP17L27	-0.3253208295129862	Common	ADaM2021	Brunello
737	USP17L28	-0.5123711114339639	Common	ADaM2021	Brunello
738	USP17L30	-0.4559055916935395	Common	ADaM2021	Brunello
739	BOD1L1	-0.5490018304737116	Common	ADaM2021	Brunello
740	FBXL5	-0.2525271194071215	Exclusive	ADaM2021	Brunello
741	FAM200B	-0.566721787593579	Common	ADaM2021	Brunello
742	LAP3	-0.2646090648113383	Exclusive	ADaM2021	Brunello
743	MED28	-1.324742539589653	Common	ADaM2021	Brunello
744	NCAPG	-3.004512126452024	Common	ADaM2021	Brunello
745	DHX15	-4.8161295032291305	Common	ADaM2021	Brunello
746	SEPSECS	-0.5766245992968347	Common	ADaM2021	Brunello
747	ANAPC4	-1.1767020767287355	Common	ADaM2021	Brunello
748	SEL1L3	-0.2972720032514275	Exclusive	ADaM2021	Brunello
749	RFC1	-1.891922299475856	Common	ADaM2021	Brunello
750	RPL9	-4.224223324282866	Common	ADaM2021	Brunello
751	RBM47	-0.8213369859652375	Common	ADaM2021	Brunello
752	LIMCH1	-0.4711915074759239	Common	ADaM2021	Brunello
753	BEND4	-0.4050785230591809	Common	ADaM2021	Brunello
754	GNPDA2	-0.2359985522758203	Exclusive	ADaM2021	Brunello
755	FRYL	-0.3328311420570919	Common	ADaM2021	Brunello
756	LRRC66	-0.2617652052475153	Exclusive	ADaM2021	Brunello
757	FIP1L1	-2.478326458300756	Common	ADaM2021	Brunello
758	EXOC1	-1.014941243686388	Common	ADaM2021	Brunello
759	PPAT	-1.598082887818621	Common	ADaM2021	Brunello
760	PAICS	-1.21887209051871	Common	ADaM2021	Brunello
761	SRP72	-0.8581065591450893	Common	ADaM2021	Brunello
762	POLR2B	-3.006884059833564	Common	ADaM2021	Brunello
763	CENPC	-1.9051408012597637	Common	ADaM2021	Brunello
764	UBA6	-0.2532144241251676	Exclusive	ADaM2021	Brunello
765	YTHDC1	-1.7432903115799845	Common	ADaM2021	Brunello
766	UGT2A3	-0.4685613424544878	Common	ADaM2021	Brunello
767	UGT2B11	-0.4323345076153334	Common	ADaM2021	Brunello
768	SULT1E1	-0.3495181734055542	Common	ADaM2021	Brunello
769	UTP3	-3.005219348773124	Common	ADaM2021	Brunello
770	ANKRD17	-0.6180670024429911	Common	ADaM2021	Brunello
771	CXCL1	-0.290660431188896	Exclusive	ADaM2021	Brunello
772	G3BP2	-0.660101177052098	Common	ADaM2021	Brunello
773	USO1	-3.2348893961583367	Common	ADaM2021	Brunello
774	SDAD1	-3.551715041835518	Common	ADaM2021	Brunello
775	NAA11	-0.4172044939732446	Common	ADaM2021	Brunello
776	HNRNPD	-0.5500256194772106	Common	ADaM2021	Brunello
777	LIN54	-0.3722335817525609	Common	ADaM2021	Brunello
778	COPS4	-2.6000299874531567	Common	ADaM2021	Brunello
779	HELQ	-0.3580208942402144	Common	ADaM2021	Brunello
780	MRPS18C	-0.9090860357786832	Common	ADaM2021	Brunello
781	EIF4E	-4.26844746033558	Common	ADaM2021	Brunello
782	METAP1	-1.8704444642874751	Common	ADaM2021	Brunello
783	TRMT10A	-0.2317248397303931	Exclusive	ADaM2021	Brunello
784	DNAJB14	-0.3422531866593708	Common	ADaM2021	Brunello
785	H2AFZ	-0.5114024335152892	Common	ADaM2021	Brunello
786	UBE2D3	-0.7033231649260586	Common	ADaM2021	Brunello
787	CENPE	-0.7626051582489641	Common	ADaM2021	Brunello
788	PPA2	-1.1201453921684077	Common	ADaM2021	Brunello
789	INTS12	-0.7128510052670278	Common	ADaM2021	Brunello
790	TBCK	-0.6610266851039861	Common	ADaM2021	Brunello
791	SGMS2	-0.4767826083570254	Common	ADaM2021	Brunello
792	RPL34	-5.328151088432315	Common	ADaM2021	Brunello
793	OSTC	-1.1033878031915427	Common	ADaM2021	Brunello
794	GAR1	-0.8163257656529774	Common	ADaM2021	Brunello
795	ELOVL6	-0.4557608091926595	Common	ADaM2021	Brunello
796	METTL14	-2.0927286659595192	Common	ADaM2021	Brunello
797	MAD2L1	-1.6872023213778853	Common	ADaM2021	Brunello
798	EXOSC9	-3.5087571705138845	Common	ADaM2021	Brunello
799	CCNA2	-1.554030355124873	Common	ADaM2021	Brunello
800	SPATA5	-2.4268779110395315	Common	ADaM2021	Brunello
801	PLK4	-2.706838988478024	Common	ADaM2021	Brunello
802	MFSD8	-0.2756656090451815	Exclusive	ADaM2021	Brunello
803	C4orf33	-0.2560271166972142	Exclusive	ADaM2021	Brunello
804	NAA15	-0.9817528312105112	Common	ADaM2021	Brunello
805	SMARCA5	-1.7278094711262182	Common	ADaM2021	Brunello
806	ANAPC10	-1.5618726934433442	Common	ADaM2021	Brunello
807	ABCE1	-3.106174538497343	Common	ADaM2021	Brunello
808	LSM6	-2.922024214279847	Common	ADaM2021	Brunello
809	RPS3A	-4.117616421760678	Common	ADaM2021	Brunello
810	FBXW7	-1.1484475643117422	Common	ADaM2021	Brunello
811	ARFIP1	-0.3443504317891124	Common	ADaM2021	Brunello
